npi_row_index,pecos_row_indices
9167,"[1781, 2763]"
9170,"[2904, 3799]"
9171,[2584]
9172,"[32, 1469]"
9174,[2289]
9175,[536]
9178,"[343, 1515, 2032]"
9180,[3901]
9182,"[1396, 1889]"
9183,"[2642, 3251, 1511]"
9186,"[1273, 4282]"
9188,"[299, 3886, 3932, 3180, 183, 2163, 497, 2807, 29]"
9199,[3410]
9203,[1408]
9205,"[883, 2043]"
9206,[2062]
9207,[3058]
9210,"[1462, 732]"
9211,"[1931, 7866]"
9217,[1219]
9220,[1258]
9221,[3427]
9226,[463]
9230,"[319, 3645]"
9231,"[671, 425]"
9234,"[2171, 2465, 434]"
9235,"[3049, 3552]"
9238,"[2078, 733]"
9239,"[7866, 1931]"
9242,[2538]
9244,"[3319, 872]"
9247,[9419]
9248,[3560]
9249,[1686]
9251,"[1023, 3744, 35, 7260, 6875]"
9252,"[3690, 3407, 243]"
9253,"[376, 1697]"
9254,"[273, 1822, 1638, 1967, 1221, 375, 26, 953]"
9261,"[76, 398]"
9262,"[3852, 881, 3565, 895, 1042, 317, 3338, 2925, 899, 477, 3879, 789, 1226, 3512, 2761, 3808, 355, 2764, 7379, 2938, 2731, 3538]"
9263,[2921]
9264,"[3745, 1885, 2171, 434]"
9265,"[387, 1681]"
9268,[3378]
9277,[129]
9278,[1934]
9279,[2671]
9280,"[3324, 1892]"
9283,[3170]
9284,"[701, 1354, 2057]"
9286,"[2972, 414, 194, 1096, 2842]"
9290,[3081]
9295,"[1612, 3766]"
9299,[3928]
9300,"[3763, 4150, 3461]"
9304,"[1472, 3269]"
9305,[673]
9309,[4796]
9310,[1002]
9311,[79]
9312,[384]
9326,[9160]
9335,"[881, 3266, 1042, 3565, 895, 3338, 317, 789, 1226, 2925, 899, 2761, 3808, 3512, 355, 2764, 2731, 2938, 7379, 3538]"
9337,[3192]
9338,"[1677, 919, 3979]"
9339,"[41, 9483]"
9340,[131]
9341,[3543]
9343,"[530, 3959]"
9344,[2268]
9347,"[3867, 2419]"
9348,"[3680, 1063]"
9352,[66]
9353,"[670, 3864]"
9354,[1265]
9356,"[2707, 2593, 302, 1026]"
9358,"[328, 1730]"
9359,[1417]
9363,[2195]
9365,"[2851, 2965]"
9369,"[1805, 2832, 746, 1755, 257]"
9370,[308]
9372,[2411]
9373,"[2880, 815, 2885, 3044]"
9374,[3042]
9375,[3935]
9376,[616]
9383,"[2168, 6009, 4076]"
9384,[1107]
9389,[2812]
9391,[1472]
9393,"[2713, 3598]"
9394,"[3565, 895, 3512, 3338, 1226, 789, 881, 2761, 2925, 3808, 899, 1042, 355, 2764, 1741, 317, 9175]"
9395,[1603]
9397,[717]
9398,[734]
9399,[8512]
9401,"[1809, 948]"
9402,[1729]
9404,[69]
9405,[1097]
9406,[617]
9408,"[917, 2067, 413]"
9412,[1156]
9413,[639]
9414,[1911]
9416,[2562]
9419,[3482]
9421,"[1023, 3744]"
9422,[2567]
9424,"[930, 389]"
9428,[1061]
9430,"[1413, 2883]"
9432,[6932]
9433,[1878]
9434,[4796]
9435,"[473, 29]"
9438,[84]
9448,[137]
9449,"[2070, 2706, 1987]"
9450,"[936, 501]"
9451,[2710]
9453,"[3295, 1572, 3234]"
9456,"[1211, 166]"
9461,[7470]
9467,"[1738, 9977]"
9474,"[1530, 145]"
9475,"[1597, 681, 6893]"
9477,"[3116, 1520]"
9480,[499]
9482,"[1001, 527]"
9492,[2202]
9493,[3420]
9495,"[3730, 2367]"
9496,[3354]
9498,[492]
9499,"[1278, 2025]"
9500,[3250]
9501,[2818]
9502,[1079]
9503,[2271]
9504,[1626]
9505,[1573]
9506,"[6521, 5120, 4395]"
9511,[1357]
9513,[1431]
9516,[2683]
9521,[263]
9526,[3751]
9529,[2004]
9530,"[3906, 4538]"
9532,"[1242, 139]"
9536,[768]
9541,[3701]
9542,"[2458, 1597, 681]"
9545,"[341, 3412]"
9547,[2282]
9551,[3765]
9552,[2157]
9555,[2973]
9557,[113]
9559,"[2626, 2123, 950]"
9566,[1471]
9567,[1306]
9568,"[379, 2182, 1440]"
9571,[2038]
9572,[566]
9575,"[3565, 789, 895, 3338, 2761, 3808, 1226, 355, 2764, 881, 3512, 1042, 317, 2925, 9175, 899, 1741]"
9577,[2049]
9580,"[2346, 1203]"
9581,[3907]
9584,"[3743, 2585]"
9585,"[296, 3565, 3338, 895, 789, 1226, 2761, 881, 3808, 355, 2764, 3512, 1042, 2925, 899, 1741, 317, 9175]"
9593,[2998]
9601,[539]
9602,[1719]
9603,[6692]
9605,[733]
9607,[616]
9608,[2399]
9609,"[2635, 2816, 1704, 1567]"
9611,[4717]
9612,[3377]
9615,"[225, 3349]"
9616,[140]
9617,[3911]
9620,"[26, 953, 270, 1221, 375, 273]"
9622,[2854]
9623,[2239]
9624,[2143]
9625,"[1487, 1763]"
9627,[616]
9630,"[2286, 3897]"
9633,[154]
9635,[1327]
9638,[3810]
9639,"[1023, 3744, 2591, 7260, 797, 212, 6875]"
9641,[4299]
9643,[1835]
9645,[396]
9646,[6692]
9649,"[922, 3905, 2002]"
9650,"[2379, 3309, 2015, 3698, 570, 1664, 829, 2603]"
9653,"[4573, 3461, 4150, 7245]"
9654,"[1709, 1022]"
9655,"[3310, 1381]"
9657,"[317, 881, 3565, 895, 1042, 3338, 789, 1226, 2731, 2925, 899, 2938, 2761, 3512, 3808, 3538, 355, 2764, 7379]"
9658,[3847]
9659,"[881, 1042, 3338, 1226, 2925, 899, 3565, 895, 317, 789, 2938, 2731, 2761, 3808, 3538, 7379, 3512, 355, 2764]"
9663,"[3338, 1226, 3565, 895, 789, 2761, 3808, 1042, 355, 2764, 3512, 881, 2925, 899, 9175, 1741, 317]"
9664,[2224]
9665,"[1949, 3841]"
9666,"[2814, 3365]"
9668,[2233]
9675,"[1233, 1392]"
9676,"[544, 1557, 2357]"
9680,"[1946, 2284]"
9683,"[936, 501]"
9684,"[674, 2072]"
9686,"[1077, 7059]"
9687,[332]
9689,[733]
9692,[3095]
9693,[2808]
9696,[2927]
9700,[2139]
9704,"[2607, 1203]"
9705,[1651]
9709,"[82, 687, 3849]"
9710,[1358]
9713,"[911, 3914, 691]"
9716,[652]
9718,"[3461, 3475, 138, 2978, 7245]"
9719,"[3262, 4765]"
9721,[1155]
9722,"[1597, 681, 9207]"
9724,"[501, 3866, 936]"
9728,[1707]
9729,[733]
9733,[986]
9734,"[1690, 3538, 2938, 2731, 2925, 899, 1042, 7379, 317]"
9762,[1141]
9764,[1208]
9765,[733]
9766,"[1042, 881, 3565, 3338, 895, 1226, 317, 789, 2925, 899, 3512, 2761, 3808, 355, 2764, 7379, 9175, 2938]"
9769,[1481]
9770,[8880]
9772,[1389]
9774,[1203]
9777,[1488]
9778,[9041]
9779,"[2985, 3689]"
9782,"[2110, 849]"
9784,"[761, 2147]"
9785,[2105]
9787,"[1944, 1744, 306]"
9788,[644]
9792,[2161]
9794,[9921]
9797,"[3947, 594]"
9798,"[659, 2383, 3585]"
9803,"[225, 3349]"
9804,"[102, 2238]"
9808,"[3814, 3939]"
9809,[957]
9810,[1314]
9811,[3628]
9812,"[2925, 899, 3338, 1226, 881, 3565, 895, 789, 1042, 317, 7379, 2761, 3808, 355, 2764, 2938, 3512, 3538, 2731, 9175]"
9813,[1165]
9814,[1519]
9817,"[3417, 279]"
9818,"[1956, 2242]"
9819,"[2501, 2131]"
9822,[3494]
9825,"[3219, 3528]"
9826,[390]
9827,[1081]
9828,"[2321, 1948]"
9829,[3634]
9830,[1034]
9834,"[1396, 1889]"
9836,"[2749, 4573, 3461, 4150]"
9837,"[4395, 5120, 6521]"
9839,[3040]
9841,"[1349, 672]"
9847,[1207]
9850,[216]
9851,"[3128, 2935]"
9852,[3536]
9857,[2001]
9858,[1386]
9862,"[3870, 7253]"
9866,[3346]
9867,[1326]
9870,[2739]
9871,[3869]
9873,"[573, 4282]"
9875,[1781]
9877,[1724]
9878,"[1789, 1658]"
9879,[167]
9892,"[1889, 1396]"
9898,"[7866, 1931]"
9900,[9129]
9902,"[3059, 2266, 859, 7394]"
9904,[601]
9905,[2023]
9906,"[62, 2722]"
9909,"[3974, 3904, 663]"
9910,[3411]
9912,"[1781, 2763]"
9916,[3415]
9917,"[1077, 7059]"
9919,[2410]
9924,[3793]
9927,"[996, 2762]"
9928,[3042]
9929,[3188]
9936,[786]
9941,[2422]
9944,[1869]
9945,"[809, 88]"
9946,"[426, 3222, 1272]"
9947,[2196]
9950,[1867]
9951,[3902]
9952,[3649]
9954,[3026]
9956,[314]
9957,[745]
9960,"[1597, 681, 9207]"
9961,[3992]
9962,[38]
9963,[7314]
9965,[1860]
9968,"[562, 7314]"
9970,[3663]
9979,[3655]
9982,"[1987, 3553, 2070]"
9985,[1270]
9986,"[3725, 1713, 1858]"
9988,"[3009, 2416, 6687]"
9989,[711]
9990,"[2517, 3579]"
9994,[584]
9996,[1223]
9999,[3353]
10001,[1660]
10003,"[982, 3248]"
10010,[865]
10014,"[3161, 1465, 853]"
10015,[1189]
10019,[629]
10024,"[329, 1499]"
10026,[1486]
10028,[247]
10029,[2886]
10030,[2271]
10031,[1930]
10032,"[7866, 1931]"
10035,"[3338, 1226, 3565, 895, 789, 2761, 881, 3808, 3512, 355, 2764, 1042, 317, 2925, 899, 9175, 2731, 1741]"
10037,"[1433, 1768, 3705, 2451]"
10038,[1479]
10039,[1199]
10043,[992]
10044,[6033]
10046,"[3149, 1633, 3607]"
10052,"[1781, 2763]"
10053,"[7634, 6348]"
10055,"[2711, 1286]"
10056,"[1976, 402, 213]"
10061,"[646, 2222, 2658]"
10062,[2805]
10063,"[3834, 2220]"
10064,"[4573, 3461, 4150]"
10065,[2315]
10066,"[2882, 900, 3515, 2849]"
10067,[1400]
10068,"[3796, 3682]"
10069,"[1229, 2306]"
10071,[2566]
10072,[8051]
10073,[1870]
10076,[3281]
10078,[684]
10082,[435]
10083,[2250]
10087,[740]
10090,[3894]
10094,[346]
10097,[543]
10099,[3679]
10100,[2560]
10101,"[680, 2190]"
10106,"[1096, 2842, 1251, 194, 2972, 414]"
10107,[755]
10109,"[1396, 1889]"
10113,[1547]
10115,"[6348, 7634]"
10119,[2235]
10126,"[2639, 838]"
10127,"[5543, 6348]"
10128,[1269]
10129,[3731]
10146,[3076]
10154,[81]
10159,"[782, 834]"
10160,[2046]
10161,"[920, 1561]"
10164,"[3204, 206]"
10168,[1594]
10169,[3039]
10170,[3690]
10175,"[450, 2786, 1414]"
10177,[164]
10179,"[74, 2319]"
10180,"[444, 2760]"
10182,[1620]
10183,[246]
10184,[1731]
10187,[735]
10189,[248]
10192,[3136]
10194,"[1705, 4573, 3461, 7245]"
10200,"[2650, 43]"
10206,[49]
10207,"[3422, 3319, 872]"
10208,[7866]
10211,"[2155, 2426]"
10214,"[3500, 888]"
10218,"[1210, 3963]"
10219,"[572, 2513]"
10222,"[3310, 5388, 4232]"
10226,[1330]
10227,[1717]
10228,[1536]
10234,[1323]
10235,[863]
10239,[3800]
10241,[1262]
10242,[253]
10244,[2447]
10245,[645]
10246,[3308]
10251,[1476]
10252,[3704]
10254,[776]
10256,[870]
10258,[4981]
10262,[1859]
10265,"[3572, 4573, 3461, 4150]"
10266,[3106]
10270,"[3355, 1395, 3888]"
10271,"[547, 1404]"
10274,[621]
10278,[3311]
10279,[3288]
10280,"[2696, 1950, 2358, 3260]"
10282,[9129]
10286,[3627]
10287,"[3872, 3337]"
10289,"[2370, 2371]"
10290,"[3922, 2331, 3830]"
10291,[695]
10292,"[3943, 1536]"
10293,[1526]
10297,[1257]
10298,[702]
10304,[8142]
10308,"[1688, 970]"
10314,"[1312, 3697]"
10317,"[2452, 2168, 4076, 6009, 5871]"
10319,[1054]
10320,"[3909, 501, 936]"
10322,[1371]
10323,"[993, 3246, 552, 3104, 3207, 1, 2460]"
10324,[3042]
10325,[117]
10326,"[2070, 1987]"
10329,"[347, 2956]"
10330,[2664]
10331,[2138]
10333,"[1555, 4981]"
10334,"[4714, 4418, 992]"
10337,[814]
10345,[1818]
10348,"[789, 2761, 3808, 355, 2764, 3565, 895, 3338, 1226, 1042, 881, 3512, 1741, 317, 2925, 9175, 899]"
10349,[695]
10350,[2836]
10360,"[2289, 2665]"
10361,[5539]
10366,[2005]
10367,"[3732, 714]"
10368,[1703]
10370,"[2985, 3689]"
10371,[2024]
10372,[3757]
10373,[3625]
10374,[470]
10379,[1384]
10381,[566]
10384,"[1688, 970]"
10386,[326]
10387,[2194]
10388,[250]
10389,"[1035, 3812, 1033]"
10391,[3824]
10392,"[918, 3937]"
10395,"[818, 1008]"
10400,[4299]
10403,[3241]
10404,"[150, 779]"
10406,"[1921, 715]"
10409,[89]
10414,[394]
10424,"[501, 936]"
10429,[3677]
10430,[1669]
10431,[1125]
10434,"[2962, 1023, 3744, 6875, 7260]"
10436,[2434]
10437,"[1548, 2428, 1775, 2867, 7570]"
10440,"[3778, 3630]"
10443,"[1396, 1889]"
10447,[2096]
10450,"[2386, 1040]"
10451,[514]
10454,[696]
10455,"[2695, 2896]"
10456,[3289]
10457,[1953]
10458,[2365]
10462,[1243]
10463,[3201]
10466,[2305]
10467,[3815]
10469,[2133]
10473,"[3368, 2595]"
10477,"[1781, 452, 2763, 324, 2209]"
10480,"[180, 9943, 5061]"
10483,"[1889, 1396]"
10485,[3602]
10495,"[1040, 3098, 1101]"
10496,"[3737, 121]"
10501,[3201]
10507,"[1316, 2561]"
10508,[581]
10509,[3042]
10513,[1685]
10515,"[3924, 3060, 2931, 107]"
10518,[1958]
10519,[3000]
10521,[443]
10523,[511]
10524,[3076]
10525,"[1528, 96, 196]"
10526,"[3325, 3405]"
10527,[3195]
10529,"[3278, 2090]"
10530,[8915]
10532,[1047]
10535,[4395]
10559,[5664]
10560,[2260]
10567,[1132]
10568,[2109]
10569,"[3826, 2546]"
10570,[650]
10571,[2957]
10582,[3898]
10585,"[2296, 3668, 3659, 1846]"
10586,[3842]
10587,[3228]
10589,[2743]
10594,[484]
10599,[126]
10601,[3200]
10606,[2877]
10607,"[3461, 4573, 4150]"
10610,"[2592, 1903, 3329, 2054, 813]"
10611,"[1648, 1843]"
10613,[3602]
10615,"[1118, 2457]"
10616,[1194]
10619,[1044]
10623,[2479]
10625,"[3194, 3470]"
10627,"[1597, 681, 9207]"
10628,[3737]
10632,"[1597, 681, 6893, 9207]"
10633,"[3005, 1931, 7866]"
10636,"[1287, 1481, 251]"
10637,[2668]
10638,[3739]
10643,"[3542, 2497, 1065]"
10647,[3042]
10654,[3523]
10656,"[3606, 433, 3307, 3497, 1652, 842]"
10658,[2376]
10659,"[2314, 3471, 94]"
10660,[4981]
10661,[3031]
10662,[2820]
10664,[197]
10667,[1527]
10668,"[2156, 1553]"
10673,"[1597, 681, 9207]"
10682,"[275, 733]"
10684,"[1929, 8880]"
10687,[3042]
10688,[7634]
10692,"[1777, 3669]"
10694,[1092]
10695,"[1023, 3744, 6875]"
10697,"[3338, 1226, 675, 1992, 1800, 3565, 895, 789, 2761, 3808, 2925, 899, 355, 2764, 881, 3512, 1042, 9175, 317, 7379, 1741]"
10698,[227]
10710,[4981]
10715,"[773, 1648]"
10717,[1981]
10718,[3317]
10719,"[372, 1781, 324, 2209, 2763]"
10722,"[3075, 893]"
10724,[3239]
10725,"[3059, 2266, 859]"
10768,[688]
10841,[3749]
10904,"[6893, 9207]"
10907,"[1396, 1889]"
10910,[6062]
10960,"[1891, 621]"
10979,"[3888, 1395, 3355]"
11000,[4432]
11024,[3535]
11027,[7571]
11063,[2094]
11065,[2796]
11082,[3608]
11094,"[8559, 131]"
11098,[8716]
11108,[1814]
11117,[1518]
11120,[2353]
11127,[8142]
11150,[2071]
11156,"[6521, 4395, 5120]"
11175,[8716]
11197,[621]
11205,[3399]
11255,"[1760, 7379, 9175, 881, 1042, 2731, 899, 2938, 3538, 2925, 317, 3338, 1741, 3808, 3512, 355]"
11277,"[2339, 5871, 2168, 4076]"
11285,"[9439, 1472]"
11307,[3032]
11317,[1429]
11331,[4787]
11343,[37]
11351,[2141]
11365,"[3367, 3540, 1420, 850, 3487, 2158, 810, 1056, 1766, 1801, 1339]"
11391,"[131, 8559]"
11410,"[9419, 8142]"
11416,[1423]
11435,[3994]
11440,"[462, 1604]"
11443,[1678]
11452,[1175]
11480,"[7245, 4150, 4573]"
11487,"[2525, 1279, 3885]"
11498,[9846]
11509,[1166]
11528,"[4573, 4150, 3461]"
11536,"[3507, 630, 1646]"
11537,[4717]
11545,[289]
11551,"[1259, 1508]"
11553,"[362, 718]"
12140,[3875]
12141,"[523, 5424]"
12147,"[9439, 1472]"
12173,[71]
12176,[1748]
12191,[3570]
12204,[2445]
12205,"[2215, 1438, 2167, 2344, 1696]"
12206,[2767]
12213,[926]
12214,[2066]
12216,"[1741, 3908]"
12217,[1007]
12229,[1300]
12230,[3798]
12232,[135]
12238,[1376]
12246,[2656]
12253,"[2391, 1127]"
12259,[3330]
12260,"[3390, 2843]"
12272,"[1988, 3304]"
12278,[3395]
12287,[1093]
12302,[2977]
12324,[7781]
12325,[2839]
12331,"[3831, 1027]"
12357,"[488, 3891, 31, 2320, 2751, 3490, 1533, 860, 2092, 2108]"
12377,[4981]
12378,[2016]
12392,[921]
12418,[897]
12424,[1599]
12436,[4765]
12447,[1562]
12450,"[3684, 3201]"
12451,[515]
12453,"[3803, 3662, 2407]"
12457,[694]
12458,"[3988, 520, 541]"
12470,[3582]
12487,"[404, 2059]"
12492,"[9207, 6893, 1597]"
12493,[667]
12519,"[265, 2498]"
12530,[222]
12540,[2652]
12542,"[2208, 3215]"
12552,[1149]
12567,[7745]
12574,[2249]
12585,[3929]
12607,"[2175, 2625]"
12610,[14]
12611,[2477]
12615,[1551]
12635,[2463]
12660,"[3265, 1972]"
12661,"[1116, 5388]"
12662,"[1018, 3544]"
12663,[478]
12675,[3587]
12679,[1030]
12683,"[1889, 1396]"
12690,[2119]
12695,[1248]
12700,[868]
12703,[2537]
12732,"[540, 2676]"
12733,[2570]
12736,[6692]
12741,[550]
12742,[269]
12745,[262]
12746,[9041]
12768,"[2838, 3242]"
12794,[1840]
12799,[318]
12805,[2627]
12812,[2736]
12818,[2833]
12838,"[3654, 2423]"
12842,"[737, 2785]"
12846,"[370, 535]"
12856,[2290]
12864,"[3840, 1396, 1889]"
12896,[2117]
12897,[1103]
12902,[3769]
12910,[9129]
12920,[2875]
12926,[184]
12942,"[1364, 627]"
12952,[445]
12953,"[1725, 2495]"
12956,"[1435, 25]"
12960,"[7260, 1023, 3744, 212, 797]"
12976,[3702]
13019,[1803]
13023,[3313]
13038,"[2168, 5871, 6009]"
13044,"[9419, 8142]"
13050,"[3755, 1694]"
13080,"[3348, 1292]"
13085,"[3446, 3333]"
13091,[3912]
13094,"[2618, 836]"
13134,[2811]
13138,"[1913, 2449]"
13162,[3489]
13190,[1995]
13199,[1377]
13201,[3835]
13204,"[3429, 595]"
13221,"[1015, 1563]"
13227,[2421]
13230,[621]
13235,[1636]
13278,[1245]
13279,[8]
13283,"[2801, 2991, 1668]"
13287,"[941, 2442]"
13289,[3468]
13292,[1131]
13294,[1952]
13299,"[2142, 1060]"
13306,[2936]
13309,"[9207, 1597, 681]"
13315,[7478]
13325,[2333]
13333,[2398]
13341,[487]
13350,[703]
13386,[1701]
13406,[7059]
13425,[2438]
13429,[3232]
13432,[2166]
13435,[2534]
13437,"[3691, 3516]"
13458,[3983]
13459,"[3997, 307]"
13460,[2870]
13462,[862]
13464,"[301, 2337]"
13465,"[5120, 4395]"
13470,"[890, 589]"
13476,"[467, 2389]"
13477,[3605]
13478,[1409]
13486,"[1781, 2763, 324, 2209]"
13497,[546]
13510,[1304]
13539,[3208]
13545,[1031]
13546,[2355]
13548,[1645]
13552,"[434, 1908, 1495, 2171]"
13554,[2826]
13558,[373]
13582,[2507]
13585,[1039]
13589,[1517]
13594,[1723]
13596,[897]
13615,[157]
13624,[517]
13628,[2646]
13634,[1936]
13642,[4787]
13647,[3621]
13658,[1051]
13659,"[2943, 3477, 1091]"
13665,[2597]
13670,[4717]
13672,[979]
13673,[1025]
13674,[2519]
13675,[2653]
13685,[3263]
13686,[9129]
13692,[3027]
13703,[3961]
13708,[2702]
13731,[201]
13733,[812]
13741,[2162]
13748,"[1271, 158]"
13759,[1522]
13771,"[2909, 7212, 6261]"
13772,[947]
13780,"[2520, 3187, 1297, 2768]"
13784,[1041]
13811,[4787]
13813,[3771]
13815,[3525]
13819,"[1424, 2173, 147]"
13822,[456]
13829,"[3216, 1715]"
13842,[1887]
13851,[1237]
13881,"[510, 3518, 3861]"
13885,[1073]
13886,"[258, 1274]"
13892,[420]
13893,[1698]
13895,[131]
13902,"[2310, 3747, 2924]"
13903,[3509]
13928,"[2466, 2862]"
13929,[3029]
13931,[2923]
13947,"[1691, 336]"
13949,[479]
13953,[3573]
13954,"[4714, 4418, 992]"
13962,"[2509, 551]"
13974,[3706]
13983,[1416]
13985,[3775]
13986,"[3379, 932]"
13990,"[3428, 3076]"
13992,[1343]
14008,[3968]
14013,[3406]
14018,"[1931, 7866]"
14024,[828]
14043,[4765]
14051,[501]
14070,[1774]
14077,"[997, 1942]"
14100,"[2553, 830]"
14105,[2615]
14113,[3915]
14119,[600]
14120,[1334]
14125,[1847]
14128,[1711]
14132,[4479]
14133,[1738]
14141,[1074]
14146,[1422]
14148,"[2637, 3221]"
14153,[2356]
14155,[50]
14161,[4981]
14192,[3825]
14197,[1203]
14212,[359]
14213,[1632]
14219,[2218]
14220,"[6893, 9207]"
14231,[1851]
14248,"[513, 4435]"
14256,[327]
14264,"[498, 3995]"
14265,[1552]
14283,[8559]
14294,[578]
14296,[537]
14299,"[2030, 3629]"
14306,"[699, 1728, 3950, 1804]"
14325,"[2325, 2093, 3770]"
14327,"[748, 3578]"
14345,[2709]
14379,[1644]
14406,[2793]
14415,[3686]
14417,[1152]
14420,"[3374, 162]"
14422,"[2324, 1654]"
14449,"[582, 260]"
14451,[3969]
14453,[1142]
14457,[80]
14472,"[3710, 846, 2103]"
14481,[386]
14486,[1879]
14495,"[9175, 881, 7379, 1042, 899, 3538, 2938, 2731, 317, 3338, 2925, 1741, 1226]"
14505,"[3684, 3201, 4384]"
14511,"[2330, 1048, 8993, 1415, 3650, 1796, 9852]"
14515,[3193]
14517,[925]
14520,[3624]
14522,"[2555, 736]"
14529,[132]
14530,[3933]
14531,[3087]
14554,"[114, 3895, 2448]"
14556,[1493]
14558,"[1426, 172]"
14559,"[519, 924, 1428, 3092, 1960, 1758]"
14561,[2471]
14565,[864]
14579,[401]
14606,[3675]
14608,[3707]
14626,[626]
14647,"[1889, 1396]"
14650,[3709]
14656,"[1226, 9175, 3338, 789, 2761, 1741, 3808, 2764, 355, 7379, 895, 3565]"
14682,[1153]
14685,[637]
14689,[3985]
14696,"[3784, 2715]"
14701,[2809]
14707,[1483]
14708,[2540]
14720,"[726, 3791]"
14722,[2082]
14725,[6106]
14734,"[3964, 620, 843]"
14737,[2148]
14761,[625]
14770,[1773]
14777,[2263]
14780,[486]
14802,[2810]
14805,"[2502, 709]"
14811,"[1167, 1197, 3991]"
14843,[9943]
14850,"[3201, 3684]"
14854,[2649]
14860,[3593]
14870,[3014]
14879,[3575]
14889,[1541]
14890,[2261]
14913,[3229]
14925,[621]
14931,[1602]
14946,[449]
14950,[3001]
14951,[1352]
14956,"[2065, 965, 1682]"
14957,[3716]
14958,[1335]
14969,"[7059, 1077]"
14981,"[3783, 1298, 2752]"
14985,[1146]
14986,[352]
14989,[5641]
14992,"[1100, 2916]"
14995,"[963, 2107]"
14996,[1845]
15005,[3636]
15020,[3214]
15021,"[2534, 1218, 1437, 3372]"
15022,"[3167, 7379, 1042, 2925, 2731, 899, 9175]"
15027,"[2859, 1999]"
15028,[3713]
15035,[754]
15038,[984]
15063,[1003]
15086,[3792]
15092,[1788]
15094,[3336]
15097,[2571]
15113,[9419]
15127,"[1475, 2819]"
15128,[2737]
15138,[9129]
15147,[1489]
15148,[2354]
15152,[2260]
15154,[174]
15160,[636]
15164,[1481]
15166,"[1453, 2828, 3386]"
15169,[237]
15191,[1793]
15193,[266]
15196,"[3921, 3672]"
15208,"[3310, 3123, 3589, 1812, 3421]"
15230,"[1441, 458, 2840, 1085]"
15235,[2368]
15246,[3927]
15257,[512]
15272,[8684]
15275,"[3342, 3510]"
15284,[1264]
15287,"[988, 2121]"
15306,[1993]
15333,"[3567, 1439]"
15349,[1321]
15355,[149]
15356,[1053]
15357,[45]
15359,"[1938, 985]"
15371,[3017]
15373,[9079]
15380,[575]
15383,[5069]
15388,[3874]
15391,[1385]
15392,"[3052, 1239]"
15393,[3741]
15395,[2994]
15396,"[1455, 2701, 3178]"
15397,[1180]
15399,[9943]
15409,[1710]
15410,[2980]
15411,[3623]
15420,[1825]
15422,[565]
15426,"[2720, 3461, 4150, 4573]"
15428,[3199]
15430,[6692]
15436,[3387]
15440,[3527]
15442,[2959]
15451,[804]
15464,"[374, 2740]"
15466,[3114]
15476,[2578]
15491,[3096]
15505,[2086]
15519,"[4418, 4714]"
15520,"[459, 3280, 1734]"
15522,[3224]
15533,[661]
15537,[3413]
15539,"[3408, 553]"
15552,"[4418, 992]"
15555,"[2614, 1296]"
15556,[1277]
15568,[130]
15579,[8880]
15584,[1191]
15585,[2577]
15612,"[2694, 1959]"
15613,[361]
15627,[2203]
15630,"[9943, 5061]"
15662,[609]
15674,"[8993, 3650, 1796, 2330, 1415, 9852]"
15683,"[872, 3319]"
15688,"[2028, 3759]"
15705,[5641]
15706,"[2349, 3646]"
15707,[1355]
15708,[1200]
15709,[3671]
15712,[190]
15714,"[642, 1580]"
15736,"[1128, 179]"
15754,[3074]
15757,[3298]
15763,[2289]
15766,[151]
15776,[2587]
15780,[2080]
15782,[2360]
15784,"[3887, 3820]"
15815,[2394]
15817,[2928]
15818,[2588]
15832,"[2482, 3699, 3626]"
15852,[2960]
15857,[3062]
15865,[1419]
15868,"[220, 2852, 3418]"
15877,[3556]
15907,"[2884, 136, 1806]"
15909,[8960]
15917,[8530]
15925,"[2441, 2328]"
15942,"[8993, 3650, 9852, 1796, 2330, 4949, 1415]"
15950,[2961]
15968,[1918]
15984,[2106]
16020,[3160]
16034,[3684]
16058,[2381]
16072,[2018]
16083,[9499]
16106,"[77, 1693]"
16114,[124]
16169,"[402, 1976]"
16177,"[1415, 4949, 3650, 1796, 2330, 9852, 8993]"
16208,[9542]
16213,[621]
16234,[3042]
16242,[3982]
16243,[783]
16253,[1802]
16256,[9592]
16258,[2738]
16269,"[8559, 131]"
16292,"[3657, 3500, 888]"
16301,[1284]
16317,[877]
16333,[2227]
16346,"[2544, 9943]"
16378,"[3201, 3684]"
16382,[333]
16403,"[3453, 3664, 271, 971, 9760]"
16431,[568]
16436,[975]
16449,[4391]
16455,"[1889, 1396]"
16456,[2210]
16468,"[3046, 195]"
16470,[7780]
16474,[2207]
16489,[1340]
16491,[775]
16528,"[9943, 5061]"
16560,[1481]
16603,[7655]
16611,[5187]
16613,[3056]
16615,[3693]
16639,[561]
16644,"[1204, 3293]"
16647,"[1396, 1889]"
16648,[6293]
16658,[3124]
16659,[3276]
16660,"[1962, 3519]"
16662,[416]
16663,[3139]
16666,[1216]
16668,[3261]
16669,"[1852, 1712]"
16671,[731]
16673,[557]
16675,[3619]
16682,[1324]
16684,[1214]
16685,[3424]
16689,[3653]
16693,[525]
16699,[1955]
16703,[30]
16706,[108]
16718,[4432]
16719,[1591]
16720,[2917]
16723,[793]
16725,[974]
16726,"[2906, 1624, 1218, 2534]"
16727,[3586]
16729,"[960, 1640]"
16730,[1460]
16731,[8477]
16737,[1238]
16743,[2910]
16744,[1159]
16750,[208]
16753,[3973]
16758,[466]
16760,"[280, 618]"
16761,"[9207, 6893, 1597]"
